,genes
3271,IL23A
3272,ATP5F1B
3273,PTGES3
3274,BCL7A
3275,RSRC2
3276,CYP27B1
3277,LIN7A
3278,KRT18
3279,ACSS3
3280,TNS2
3281,GLI1
3282,PPM1H
3283,METAP2
3284,LTA4H
3285,ELK3
3286,SLC6A12
3287,WNT5B
3288,MAGOHB
3289,TRPV4
3290,ITFG2
3291,FOXM1
3292,PARP11
3293,ARPC3
3294,GPN3
3295,VPS29
3296,RAD51AP1
3297,CUX2
3298,SH2B3
3299,AKAP3
3300,MANSC1
3301,DUSP16
3302,CREBL2
3303,ACAD10
3304,ALDH2
3305,CDKN1B
3306,NAA25
3307,LTBR
3308,OGFOD2
3309,CDK2AP1
3310,OAS3
3311,OAS2
3312,MGP
3313,RASAL1
3314,GTF2H3
3315,EIF2B1
3316,DDX55
3317,SLC38A1
3318,ENDOU
3319,C12orf49
3320,VDR
3321,FZD10
3322,RFC5
3323,STX2
3324,ADGRD1
3325,COPZ1
3326,TBC1D30
3327,CAND1
3328,RAB5B
3329,MDM1
3330,NUP107
3331,CNOT2
3332,TIMELESS
3333,CPSF6
3334,KRR1
3335,MRPL51
3336,GAPDH
3337,NOP2
3338,CHD4
3339,UHRF1BP1L
3340,COPS7A
3341,ING4
3342,GNB3
3343,CDCA3
3344,CHPT1
3345,USP5
3346,TPI1
3347,GNPTAB
3348,SPSB2
3349,ENO2
3350,ATN1
3351,C12orf57
3352,PTPN6
3353,LPCAT3
3354,NT5DC3
3355,SUDS3
3356,GOLT1B
3357,GYS2
3358,LDHB
3359,PRKAB1
3360,CMAS
3361,HCFC2
3362,CLEC4A
3363,C2CD5
3364,AICDA
3365,RAB35
3366,PHC1
3367,COX6A1
3368,AL021546.1
3369,RIC8B
3370,SRSF9
3371,FGFR1OP2
3372,COL12A1
3373,BTN3A3
3374,TDP2
3375,FRK
3376,DSE
3377,RWDD1
3378,RSPH4A
3379,MAK
3380,TMEM14C
3381,PAK1IP1
3382,GCNT2
3383,SMIM8
3384,NEDD9
3385,CEP85L
3386,ASF1A
3387,MCM9
3388,FAM184A
3389,RNGTT
3390,MAN1A1
3391,SERINC1
3392,HDDC2
3393,TPD52L1
3394,HINT3
3395,NCOA7
3396,RIPOR2
3397,SASH1
3398,UST
3399,ULBP1
3400,FBXO5
3401,MTRF1L
3402,PPARD
3403,FANCE
3404,MAPK14
3405,KCTD20
3406,STK38
3407,SRSF3
3408,SOD2
3409,MRPL18
3410,IL17F
3411,MCM3
3412,RNF8
3413,PHACTR1
3414,MDGA1
3415,ICK
3416,FBXO9
3417,CD83
3418,MDN1
3419,SAYSD1
3420,BMP5
3421,BACH2
3422,RBM24
3423,CAP2
3424,ZNF451
3425,BAG2
3426,RAB23
3427,TSPO2
3428,GPR63
3429,FBXL4
3430,CCNC
3431,E2F3
3432,PTP4A1
3433,SIM1
3434,ASCC3
3435,BVES
3436,COL9A1
3437,MED23
3438,WASF1
3439,GPLD1
3440,ALDH5A1
3441,CRYBG1
3442,ACOT13
3443,SMAP1
3444,RPS12
3445,C6orf62
3446,B3GAT2
3447,GMNN
3448,EYA4
3449,SOBP
3450,NR2E1
3451,SNX3
3452,HBS1L
3453,TRIM38
3454,PEX7
3455,ZBTB24
3456,FIG4
3457,PERP
3458,ARFGEF3
3459,SLC16A10
3460,HECA
3461,ADGRG6
3462,PHACTR2
3463,EPM2A
3464,SLC39A7
3465,CCR6
3466,PHF1
3467,CUTA
3468,PACRG
3469,QKI
3470,PDE10A
3471,TFEB
3472,SMOC2
3473,CCND3
3474,BYSL
3475,FAM120B
3476,TBP
3477,GUCA1B
3478,PRPH2
3479,BICRAL
3480,PPP2R5D
3481,MRPL2
3482,PTK7
3483,SRF
3484,CUL9
3485,DNPH1
3486,DUSP22
3487,EXOC2
3488,COX7A2
3489,TMEM30A
3490,GMDS
3491,SENP6
3492,IMPG1
3493,VEGFA
3494,PRPF4B
3495,TTK
3496,SLC29A1
3497,WISP3
3498,BTN2A1
3499,LAMA4
3500,FAM46A
3501,CLIC5
3502,FBRSL1
3503,ENPP5
3504,PRSS16
3505,TBX18
3506,ERBIN
3507,PCDHB2
3508,HARS2
3509,NUDT12
3510,CEP72
3511,MAN2A1
3512,SEMA5A
3513,PAPD7
3514,GHR
3515,HMGCS1
3516,DAP
3517,NME5
3518,BRD8
3519,KIF20A
3520,NNT
3521,MRPS30
3522,HSPA9
3523,MRPS27
3524,PFDN1
3525,HBEGF
3526,LOX
3527,CDH9
3528,APBB3
3529,TMCO6
3530,SPARC
3531,IK
3532,HMGCR
3533,COL4A3BP
3534,FAF2
3535,PCDHB5
3536,PDE8B
3537,CLK4
3538,HAVCR1
3539,RNF130
3540,THG1L
3541,ARSB
3542,CLINT1
3543,THBS4
3544,CNOT6
3545,IL12B
3546,TTC1
3547,MSH3
3548,RASGRF2
3549,GABRG2
3550,CCNG1
3551,POLR3G
3552,DROSHA
3553,LMNB1
3554,ARRDC3
3555,GOLPH3
3556,SUB1
3557,FAM172A
3558,SLC27A6
3559,TARS
3560,IRX4
3561,LNPEP
3562,PDE4D
3563,RAD1
3564,BRIX1
3565,SLC12A7
3566,RAD50
3567,IL5
3568,GNPDA1
3569,PCDH12
3570,SKP1
3571,NUP155
3572,PPP2CA
3573,NR3C1
3574,C5orf15
3575,PPWD1
3576,LIFR
3577,TRIM23
3578,TRAPPC13
3579,SEC24A
3580,TXNDC15
3581,TTC33
3582,RARS
3583,WWC1
3584,H2AFY
3585,TCERG1
3586,DPYSL3
3587,SMAD5
3588,CSNK1A1
3589,HMGXB3
3590,ERGIC1
3591,ATP6V0E1
3592,BNIP1
3593,STC2
3594,CPEB4
3595,DBN1
3596,ZNF346
3597,UNC5A
3598,EHHADH
3599,SMC4
3600,SELENOK
3601,ACTR8
3602,TBCCD1
3603,TIMMDC1
3604,CRBN
3605,BCL6
3606,ARL6
3607,NPHP3
3608,AMOTL2
3609,NIT2
3610,FAM162A
3611,OGG1
3612,KPNA1
3613,PCCB
3614,UBE3A
3615,ARMC8
3616,CEP70
3617,RBP1
3618,SLC25A36
3619,GRK7
3620,RNF7
3621,TFDP2
3622,XRN1
3623,KAT2B
3624,BCHE
3625,PDCD10
3626,WNT5A
3627,PFKFB4
3628,COL7A1
3629,FGF12
3630,PRKAR2A
3631,HES1
3632,USP4
3633,ACAP2
3634,ECT2
3635,GNAI2
3636,TFG
3637,TUSC2
3638,NPRL2
3639,RPL24
3640,CYB561D2
3641,C3orf14
3642,FXR1
3643,CBLB
3644,BBX
3645,IFT57
3646,GNB4
3647,HHLA2
3648,IQCG
3649,GBE1
3650,UMPS
3651,NCBP2
3652,SNX4
3653,C3orf52
3654,FRMD4B
3655,SLC41A3
3656,ROPN1B
3657,PLXNA1
3658,ATP6V1A
3659,ABTB1
3660,PODXL2
3661,UPK1B
3662,CSPG5
3663,KLHL18
3664,SCAP
3665,KIAA1257
3666,NEK11
3667,MRPL3
3668,PLSCR4
3669,HEMK1
3670,CISH
3671,MAPKAPK3
3672,ACVR2B
3673,WDR48
3674,COMMD2
3675,GORASP1
3676,PEX5L
3677,RRP9
3678,ABCC5
3679,ABHD14B
3680,EIF1B
3681,ARHGEF26
3682,KLHL24
3683,PLCH1
3684,VIPR1
3685,DNAH1
3686,SSR3
3687,ZBTB47
3688,TNNC1
3689,NKTR
3690,CLCN2
3691,FOXP1
3692,EIF4G1
3693,SPCS1
3694,NEK4
3695,SLC4A3
3696,INO80D
3697,EEF1B2
3698,ADAM23
3699,DGUOK
3700,MOB1A
3701,KANSL3
3702,LMAN2L
3703,RTKN
3704,TTL
3705,IL1A
3706,CCL20
3707,PIKFYVE
3708,KCNIP3
3709,FAHD2A
3710,NCL
3711,ACTR1B
3712,SLC35F5
3713,ZAP70
3714,ACTR3
3715,STEAP3
3716,EPB41L5
3717,TFCP2L1
3718,SF3B6
3719,TP53I3
3720,DNAJC27
3721,STAM2
3722,GPD2
3723,CENPA
3724,ACVR1
3725,TANC1
3726,SLC30A3
3727,MPV17
3728,GTF3C2
3729,EIF2B4
3730,NRBP1
3731,FNDC4
3732,ITGA4
3733,PSMD14
3734,SNX17
3735,ASB3
3736,PPM1G
3737,PDE1A
3738,REEP6
3739,PCSK4
3740,APC2
3741,IFIH1
3742,RPS15
3743,GCA
3744,INO80B
3745,MOGS
3746,TTC31
3747,NDUFS7
3748,PCGF1
3749,GRB14
3750,CLIP4
3751,SPTBN1
3752,AUP1
3753,RTN4
3754,HTRA2
3755,LOXL3
3756,DOK1
3757,GALNT3
3758,POLE4
3759,CCDC88A
3760,ACADL
3761,EVA1A
3762,MRPL19
3763,LANCL1
3764,WDR75
3765,EFEMP1
3766,FANCL
3767,FN1
3768,STAT1
3769,GLS
3770,PAPOLG
3771,DNAH6
3772,PECR
3773,UNC50
3774,IGFBP2
3775,ELMOD3
3776,IGFBP5
3777,USP34
3778,EFHD1
3779,CCT4
3780,GGCX
3781,EHBP1
3782,OTX1
3783,TXNDC9
3784,COQ10B
3785,GNLY
3786,SF3B1
3787,ST3GAL5
3788,CHST10
3789,PDCL3
3790,MOB4
3791,HSPE1
3792,KDM3A
3793,PLCD4
3794,CHMP3
3795,ZNF142
3796,IL1R2
3797,IL1R1
3798,WNT6
3799,IL1RL1
3800,IL18R1
3801,SLC9A2
3802,FHL2
3803,MLPH
3804,CNPPD1
3805,UXS1
3806,ABCB6
3807,STK16
3808,HDLBP
3809,PPP1R7
3810,PASK
3811,STK25
3812,PROC
3813,ID2
3814,TAF1B
3815,HPCAL1
3816,ODC1
3817,BIRC6
3818,NOL10
3819,PLEKHB2
3820,GORASP2
3821,STRN
3822,CEBPZ
3823,PRKD3
3824,DCAF17
3825,QPCT
3826,RAB3GAP1
3827,SLC25A12
3828,RMDN2
3829,DLX2
3830,DARS
3831,SRSF7
3832,SDC1
3833,PLCL1
3834,SLC1A4
3835,SOS1
3836,KYNU
3837,WIPF1
3838,ORC2
3839,COX7A2L
3840,PNO1
3841,ORC4
3842,PLEK
3843,RND3
3844,ATF2
3845,THADA
3846,AAK1
3847,TRAK2
3848,C2orf42
3849,TIA1
3850,PCYOX1
3851,KISS1R
3852,EPAS1
3853,ARID3A
3854,SUMO1
3855,CD207
3856,GRIN3B
3857,VAX2
3858,ATP6V1B1
3859,NFE2L2
3860,MSH6
3861,PLEKHA3
3862,SPR
3863,EPHA4
3864,PARD3B
3865,FARSB
3866,ALMS1
3867,BCL9
3868,PRRX1
3869,DHCR24
3870,DNAJC16
3871,MARK1
3872,MORN1
3873,GPX7
3874,CACYBP
3875,SCP2
3876,TPSG1
3877,RALGPS2
3878,ANGPTL1
3879,CEP104
3880,FAM20B
3881,TCEANC2
3882,TMEM59
3883,LRRC42
3884,WRAP73
3885,MRPL37
3886,ICMT
3887,RPL22
3888,CHD5
3889,QSOX1
3890,STXBP3
3891,PHF13
3892,ERRFI1
3893,PARK7
3894,KIAA1324
3895,OPRD1
3896,AMPD2
3897,SRSF4
3898,MECR
3899,KCNC4
3900,EDEM3
3901,WDR77
3902,ATP5PB
3903,RAP1A
3904,HDAC1
3905,CAPZA1
3906,S100PBP
3907,RNF19B
3908,SCAMP3
3909,TRIM62
3910,ASH1L
3911,DLGAP3
3912,SFPQ
3913,RHOU
3914,GON4L
3915,ARHGEF2
3916,LAMTOR2
3917,MEF2D
3918,DOCK7
3919,SRM
3920,FBXO2
3921,FBXO6
3922,C1orf21
3923,SWT1
3924,MAD2L2
3925,DNAJC6
3926,LEPR
3927,IVNS1ABP
3928,KIAA2013
3929,MFN2
3930,PRG4
3931,MIIP
3932,SMG7
3933,SLC35D1
3934,PLA2G4A
3935,GADD45A
3936,WLS
3937,PRDM2
3938,RGS2
3939,TROVE2
3940,UCHL5
3941,BCAS2
3942,SRSF11
3943,CTH
3944,AGMAT
3945,PLEKHM2
3946,CRYZ
3947,PHTF1
3948,ZBTB17
3949,CD58
3950,TFAP2E
3951,TTF2
3952,NR5A2
3953,KIF21B
3954,TMEM9
3955,ADPRHL2
3956,MAP7D1
3957,WARS2
3958,OSCP1
3959,MRPS15
3960,EXOC8
3961,GNPAT
3962,TSNAX
3963,C1orf109
3964,RRAGC
3965,NID1
3966,LGALS8
3967,NT5C1A
3968,HPCAL4
3969,MTR
3970,BMP8B
3971,MYCL
3972,SIPA1L2
3973,RLF
3974,ZNF684
3975,KCNQ4
3976,RIMS3
3977,AKT3
3978,ETV3
3979,ACADM
3980,ST6GALNAC5
3981,ADGRL2
3982,PADI2
3983,SDHB
3984,MFAP2
3985,RPF1
3986,KDM5B
3987,UAP1
3988,ACTL8
3989,CTBS
3990,RGS4
3991,KLHL12
3992,SSX2IP
3993,ZNHIT6
3994,RBBP5
3995,GBP1
3996,KIF17
3997,GPR89A
3998,CDK18
3999,RAB29
4000,CD160
4001,ECE1
4002,HMGCL
4003,GALE
4004,ID3
4005,CR2
4006,CD46
4007,PRPF3
4008,APH1A
4009,P3H1
4010,SLC2A1
4011,EBNA1BP2
4012,CDC20
4013,ARTN
4014,IPO13
4015,ATP6V0B
4016,B4GALT2
4017,ERI3
4018,PTCH2
4019,AKR1A1
4020,PRDX1
4021,PIK3R3
4022,BLZF1
4023,CCDC181
4024,SLC19A2
4025,FAAH
4026,NSUN4
4027,TMED5
4028,DR1
4029,CNN3
4030,PRRC2C
4031,F3
4032,ABCD3
4033,VAMP4
4034,DPH5
4035,PTBP2
4036,TNFSF4
4037,PRDX6
4038,DARS2
4039,IRF6
4040,DIEXF
4041,RCAN3
4042,SYF2
4043,RSRP1
4044,SLC35A3
4045,RCOR3
4046,STMN1
4047,MTFR1L
4048,MAN1C1
4049,NEK2
4050,RPS6KA1
4051,DHDDS
4052,NENF
4053,NSL1
4054,PROX1
4055,ARID1A
4056,CENPF
4057,RPA2
4058,PPP1R8
4059,STX12
4060,MARC2
4061,OSBPL9
4062,TXNDC12
4063,ESYT2
4064,CD3EAP
4065,MESD
4066,RCN2
4067,CHRNB4
4068,CTSD
4069,COLEC11
4070,STAG1
4071,STK11
4072,KMT2A
4073,IFT46
4074,ZNF541
4075,SLC8A2
4076,KPTN
4077,RPS25
4078,KIF14
4079,DDX59
4080,CAMSAP2
4081,ATF6
4082,MREG
4083,FASTKD2
4084,NRP2
4085,CREB1
4086,KLF7
4087,B4GALT6
4088,C1orf54
4089,CA14
4090,SPCS2
4091,USP35
4092,ELOVL4
4093,FILIP1
4094,CASP8AP2
4095,HMGN3
4096,UBE3D
4097,CNR1
4098,ANKRD13C
4099,PHF3
4100,PLAGL1
4101,FBXO30
4102,TNFAIP3
4103,AKAP7
4104,RAB32
4105,MYB
4106,ALDH8A1
4107,SGK1
4108,RNF146
4109,CTGF
4110,PMFBP1
4111,FBXL5
4112,MED28
4113,SLC16A7
4114,RXYLT1
4115,ZNF430
4116,VAMP8
4117,DCLRE1B
4118,MYL12B
4119,FOXO3
4120,ARMC2
4121,RPN2
4122,TGIF2
4123,PKD2
4124,ABCG2
4125,STBD1
4126,CCNI
4127,MFSD1
4128,RAB3GAP2
4129,EEF2KMT
4130,PPL
4131,UBN1
4132,KLF12
4133,UCHL3
4134,PCDH17
4135,HS1BP3
4136,LDAH
4137,WDR35
4138,CCND2
4139,FGF23
4140,ELL2
4141,DNAH7
4142,CYP20A1
4143,NDUFB3
4144,GTF3C3
4145,SATB2
4146,UBE2B
4147,TRPM6
4148,GDA
4149,KLF9
4150,TJP2
4151,ITGB1BP1
4152,CPSF3
4153,PIGZ
4154,SENP5
4155,CCDC92
4156,C1orf198
4157,HEATR1
4158,PTBP3
4159,RAD23B
4160,FKBP15
4161,CTNNAL1
4162,FAM206A
4163,WDR34
4164,SET
4165,PTPA
4166,GLE1
4167,RAB14
4168,CNTRL
4169,TRIM32
4170,FBXW2
4171,PHF19
4172,NEK6
4173,BSPRY
4174,PPP6C
4175,NDUFA8
4176,HDHD3
4177,RBM18
4178,HSDL2
4179,MAPKAP1
4180,NR4A3
4181,INVS
4182,GALNT12
4183,DENND1A
4184,ALG2
4185,KDSR
4186,VPS4B
4187,ONECUT2
4188,C19orf25
4189,ZBTB45
4190,YLPM1
4191,DCAF4
4192,FCF1
4193,PGF
4194,IFI27L2
4195,BBOF1
4196,NEK9
4197,ACYP1
4198,IFT43
4199,NPC2
4200,DNAL1
4201,IRF2BPL
4202,ACOT2
4203,LTBP2
4204,AREL1
4205,MLH3
4206,TTLL5
4207,FLVCR2
4208,ABCD4
4209,DLST
4210,PPP4R4
4211,TGFB3
4212,ZC2HC1C
4213,SLIRP
4214,RBM25
4215,ALDH6A1
4216,GPR68
4217,ESRRB
4218,EIF2B2
4219,NRDE2
4220,COQ6
4221,ZNF410
4222,RHOQ
4223,GPR75
4224,SUPT7L
4225,KLHL29
4226,DNMT3A
4227,TMEM214
4228,ATAD2B
4229,FKBP1B
4230,ATL2
4231,YPEL5
4232,FAM98A
4233,YIPF4
4234,AFTPH
4235,LGALSL
4236,CNRIP1
4237,BCL11A
4238,CRIPT
4239,EPCAM
4240,SLC17A5
4241,OGFRL1
4242,SLF2
4243,IDE
4244,IFIT3
4245,NKX2-3
4246,IFIT2
4247,GPAM
4248,CUTC
4249,PPP1R3C
4250,PYROXD2
4251,CNNM1
4252,MXI1
4253,SMNDC1
4254,C10orf88
4255,HELLS
4256,TCTN3
4257,FAM45A
4258,AVPI1
4259,WDR11
4260,C10orf76
4261,KCNIP2
4262,CFAP58
4263,GOT1
4264,C10orf95
4265,SFRP5
4266,GNA13
4267,HOXB8
4268,KANSL1
4269,HOXB5
4270,HOXB3
4271,DUSP1
4272,PANK3
4273,MSX2
4274,RCL1
4275,CAAP1
4276,MOB3B
4277,MLANA
4278,NUP43
4279,MTHFD1L
4280,LRP11
4281,PCMT1
4282,PLEKHG1
4283,CYSTM1
4284,WDR55
4285,ARAP3
4286,PCDHB14
4287,MRPS14
4288,CENPL
4289,GORAB
4290,ACAT2
4291,TCP1
4292,TTLL2
4293,SNX19
4294,KCNJ5
4295,MSANTD2
4296,ARR3
4297,PDZD11
4298,SLC10A7
4299,NUDCD1
4300,ENY2
4301,MASTL
4302,KIAA1217
4303,LYZL1
4304,PLXDC2
4305,EPC1
4306,CCDC77
4307,TAF12
4308,ENOX1
4309,MTRF1
4310,SOHLH2
4311,PROSER1
4312,UFM1
4313,WBP4
4314,ELF1
4315,SMAD9
4316,HSPH1
4317,KBTBD7
4318,ALG5
4319,EXOSC8
4320,ETF1
4321,TGFBI
4322,FAM53C
4323,SIL1
4324,PAIP2
4325,MYOT
4326,KDM3B
4327,EGR1
4328,SERP1
4329,PLS1
4330,ZFP30
4331,NR2C1
4332,UTP20
4333,TMPO
4334,ARL1
4335,GLT8D2
4336,MTERF2
4337,SOCS2
4338,NFYB
4339,WASHC3
4340,APAF1
4341,DUSP4
4342,CLU
4343,TNFRSF10B
4344,SORBS3
4345,PTK2B
4346,PPP3CC
4347,PDLIM2
4348,EPHX2
4349,RNF170
4350,UBIAD1
4351,TARDBP
4352,TNFRSF8
4353,ZNF706
4354,LYPLA1
4355,CRISPLD1
4356,COPS5
4357,RDH10
4358,EPX
4359,AKAP1
4360,COIL
4361,TRIM25
4362,SCPEP1
4363,SPOP
4364,TBX2
4365,SLC35B1
4366,TBX4
4367,TEX14
4368,FAM117A
4369,NCAPH
4370,TMEM131L
4371,MND1
4372,TRIM6
4373,PAPD5
4374,ADCY7
4375,CEP89
4376,TSHZ3
4377,ECHDC2
4378,PLBD1
4379,PYROXD1
4380,IAPP
4381,KCNJ8
4382,PSPC1
4383,ZNF549
4384,A1BG
4385,ZSCAN18
4386,ZNF211
4387,PDZRN3
4388,LHX4
4389,RNF2
4390,TRMT1L
4391,SEC22A
4392,CSTA
4393,B4GALT4
4394,NAA50
4395,KIF18A
4396,DESI2
4397,MAPK8IP1
4398,CRY2
4399,PEX16
4400,DEPDC7
4401,CAT
4402,PILRB
4403,ZMYM2
4404,GJA3
4405,TBC1D15
4406,ADGRB2
4407,ZCCHC17
4408,FABP3
4409,KHDRBS1
4410,TMEM39B
4411,POLR3GL
4412,TNFSF10
4413,ZNF639
4414,PIK3CA
4415,PDS5A
4416,LIAS
4417,TMEM54
4418,ZSCAN20
4419,LRIF1
4420,CLCC1
4421,GPSM2
4422,GTDC1
4423,CXCR4
4424,ZRANB3
4425,ACVR2A
4426,POLK
4427,FLT3
4428,RPL21
4429,MTIF3
4430,GTF3A
4431,RASL11A
4432,UBL3
4433,FYTTD1
4434,MTERF4
4435,OCRL
4436,MRPS2
4437,KIAA1191
4438,COPA
4439,RBBP6
4440,ZC3H7A
4441,SERAC1
4442,ANXA11
4443,LDB3
4444,FAM35A
4445,FAM213A
4446,ZNF205
4447,NAA60
4448,RPL5
4449,ODF2L
4450,TRMT13
4451,LRRC39
4452,RWDD3
4453,ZNF644
4454,CCDC18
4455,RPAP2
4456,PQLC1
4457,BBS9
4458,PMS2
4459,ZMIZ2
4460,SEPT7
4461,EEPD1
4462,KLHL7
4463,HERPUD2
4464,CBX3
4465,HNRNPA2B1
4466,WIPF3
4467,NPY
4468,FAM126A
4469,HOXA7
4470,FKBP9
4471,NT5C3A
4472,ARL4A
4473,CCZ1
4474,POLM
4475,MRM2
4476,TWIST1
4477,SMU1
4478,GLIPR2
4479,SLC25A51
4480,CLTA
4481,RECK
4482,SPINK4
4483,ACO1
4484,DCAF10
4485,CNTFR
4486,KIAA1549
4487,TRIM24
4488,C7orf49
4489,CALD1
4490,AKR1D1
4491,NUDT10
4492,SRGN
4493,CHST3
4494,BICC1
4495,CISD1
4496,EGR2
4497,ECD
4498,P4HA1
4499,SLC25A16
4500,ZWINT
4501,VPS26A
4502,RBM19
4503,CIT
4504,IFT81
4505,ACADS
4506,HVCN1
4507,DDX54
4508,MED13L
4509,CDKN2C
4510,RNF11
4511,RASSF8
4512,BHLHE41
4513,ITPR2
4514,CCDC91
4515,NECAB1
4516,WWP1
4517,ACOT9
4518,PRDX4
4519,DDX39A
4520,PKN1
4521,TRIR
4522,ADGRE5
4523,WDR83
4524,GIPC1
4525,SPRYD7
4526,EBPL
4527,ATP7B
4528,ZC3H13
4529,NLN
4530,CENPK
4531,OPTN
4532,ITIH5
4533,ATF1
4534,TSFM
4535,NCKAP1L
4536,PFDN5
4537,SPATS2
4538,ORMDL2
4539,NR4A1
4540,PDE1B
4541,HOXC13
4542,CDK2
4543,LRP1
4544,HOXC11
4545,ATG101
4546,NFE2
4547,IKZF4
4548,SMUG1
4549,TUBA1B
4550,EEF1AKMT3
4551,KBTBD4
4552,SARDH
4553,ATPAF1
4554,STIL
4555,HJURP
4556,AMD1
4557,NDUFAF4
4558,USP45
4559,MORF4L2
4560,RAB9B
4561,FAM199X
4562,ESX1
4563,RAB9A
4564,METTL8
4565,TTC21B
4566,NMI
4567,ACVR1C
4568,BAZ2B
4569,SLC36A1
4570,LPGAT1
4571,BATF3
4572,G0S2
4573,KCNJ2
4574,RAP2C
4575,EXOSC9
4576,PLA2G12A
4577,B9D2
4578,COQ8B
4579,PFKFB2
4580,RAB38
4581,GPR83
4582,AGO2
4583,MXD4
4584,CKS2
4585,ACSL3
4586,CHPF
4587,DNPEP
4588,INHA
4589,OBSL1
4590,SLC12A4
4591,ENKD1
4592,CTCFL
4593,FAM210B
4594,SNX21
4595,SLPI
4596,TTPAL
4597,PREX1
4598,SLC12A5
4599,SDC4
4600,NCOA3
4601,PIGT
4602,MATN4
4603,NCOA5
4604,VAPB
4605,PARD6B
4606,ATP5F1E
4607,CHD6
4608,PLCG1
4609,TOX2
4610,SRSF6
4611,GDAP1L1
4612,ARFGEF2
4613,ZNFX1
4614,CSE1L
4615,TMEM189-UBE2V1
4616,RAB22A
4617,STAU1
4618,CDH26
4619,SNAI1
4620,MOCS3
4621,STX16
4622,PMEPA1
4623,RNF114
4624,DDX27
4625,BCAS4
4626,TP53TG5
4627,ZBP1
4628,NEURL2
4629,MTRR
4630,FASTKD3
4631,PEPD
4632,CHST8
4633,IQSEC2
4634,VAMP7
4635,IL9R
4636,XG
4637,STAMBP
4638,NAGK
4639,MCEE
4640,PAIP2B
4641,SNRNP27
4642,MPHOSPH10
4643,ATP8A1
4644,USP22
4645,POF1B
4646,ZNF576
4647,ZNF45
4648,LYPD3
4649,USP9X
4650,TRERF1
4651,PACSIN1
4652,BTN2A2
4653,SIRT5
4654,MRS2
4655,WRNIP1
4656,RRP36
4657,BTN1A1
4658,SNRPC
4659,SERPINB6
4660,XPO5
4661,ABCC10
4662,PEX6
4663,NQO2
4664,OARD1
4665,UNC5CL
4666,AARS2
4667,HIST1H1A
4668,ZNF391
4669,RPS10
4670,MOCS1
4671,HIST1H2BJ
4672,MED20
4673,OR2B6
4674,TBCC
4675,TCP11
4676,MAD2L1BP
4677,APOBEC2
4678,KLHDC3
4679,GNMT
4680,MEA1
4681,KLHL31
4682,COL21A1
4683,CDKN1A
4684,SOX4
4685,GLO1
4686,RREB1
4687,SSR1
4688,RIOK1
4689,NRN1
4690,SLC35B3
4691,RPP40
4692,ATXN1
4693,NUP153
4694,DEK
4695,EEF1E1
4696,RUNX2
4697,LRRFIP1
4698,MYRF
4699,SCGB1D2
4700,AHNAK
4701,EMC3
4702,SSUH2
4703,SH3TC1
4704,CNOT1
4705,LRRC29
4706,BBS2
4707,MT2A
4708,C16orf70
4709,GOT2
4710,DOK4
4711,CLYBL
4712,TMTC4
4713,RAP2A
4714,ABCC4
4715,EFNB2
4716,SOX21
4717,TM9SF2
4718,C17orf53
4719,KIF25
4720,IRF1
4721,UPF3B
4722,RNF113A
4723,SEPT6
4724,TMEM255A
4725,NDUFA1
4726,ATP5S
4727,BMP4
4728,PTGER2
4729,FAM193A
4730,GRK4
4731,SOX9
4732,TEKT3
4733,HS3ST3B1
4734,SLC25A35
4735,MRPS7
4736,GGA3
4737,ARMC7
4738,NUP85
4739,SLC25A19
4740,MIF4GD
4741,NT5C
4742,MSTO1
4743,TTF1
4744,GTF3C4
4745,DDX31
4746,PPP1R12C
4747,MBOAT7
4748,SRMS
4749,SLC2A4RG
4750,PPDPF
4751,PLGLB2
4752,CHCHD5
4753,INSIG2
4754,POLR1B
4755,CCDC93
4756,PSD4
4757,SLC25A23
4758,PSPN
4759,GTF2F1
4760,ALKBH7
4761,CLPP
4762,TNFSF9
4763,GRIA3
4764,THOC2
4765,MED1
4766,RPL23
4767,ATG4C
4768,CD70
4769,C3
4770,SH2D3A
4771,TRIP10
4772,GPR108
4773,FOSB
4774,OPA3
4775,SNRPD2
4776,RTN2
4777,EML2
4778,VASP
4779,SYMPK
4780,GPCPD1
4781,SDCBP2
4782,PANK2
4783,GNRH2
4784,FOXA2
4785,GZF1
4786,NAPB
4787,NKX2-4
4788,CENPB
4789,PSMF1
4790,NKX2-2
4791,DTD1
4792,RBCK1
4793,TMX4
4794,STK35
4795,SNRPB
4796,NRSN2
4797,AP5S1
4798,RRBP1
4799,BMP2
4800,ZNF133
4801,FLRT3
4802,OVOL2
4803,PCSK2
4804,MKKS
4805,BFSP1
4806,DSTN
4807,SNRPB2
4808,MGME1
4809,TBC1D20
4810,ITPA
4811,TCF15
4812,MCM8
4813,TMEM74B
4814,FAM110A
4815,MRPS26
4816,NCLN
4817,CITED1
4818,HNRNPR
4819,ZNF436
4820,MAX
4821,CHURC1-FNTB
4822,ARMCX5
4823,GDF5
4824,MMP24
4825,NECAB3
4826,ID1
4827,RALY
4828,DYNLRB1
4829,EIF2S2
4830,ERGIC3
4831,ROMO1
4832,CEP250
4833,PLAGL2
4834,MMP24OS
4835,KDM5C
4836,AMOT
4837,TMEM115
4838,PSMB2
4839,AGO3
4840,UROD
4841,ST3GAL3
4842,TMEM53
4843,HECTD3
4844,KLC1
4845,XRCC3
4846,TUBGCP3
4847,MCF2L
4848,F10
4849,PCID2
4850,PROZ
4851,LRFN3
4852,IGFLR1
