,genes
9568,ZNF319
9569,HPS6
9570,SENP8
9571,NOLC1
9572,ALKBH3
9573,COPS2
9574,GABRB3
9575,SGPL1
9576,FRS2
9577,CCT2
9578,PCBD1
9579,ARIH1
9580,C16orf71
9581,CLMP
9582,SCN3B
9583,COX11
9584,ZNF202
9585,FAM227B
9586,STXBP4
9587,CUL5
9588,MYRFL
9589,WBP1L
9590,BORCS7
9591,C2
9592,PLEKHF1
9593,TMEM100
9594,ANAPC16
9595,SMPD1
9596,APBB1
9597,SYNPO2L
9598,NUDT13
9599,C11orf65
9600,TRIM44
9601,ILK
9602,TAF10
9603,TPP1
9604,DCHS1
9605,MSS51
9606,CYB5A
9607,USP54
9608,C11orf74
9609,WDR88
9610,ATP9B
9611,PPFIBP2
9612,CYB5R2
9613,KIAA0355
9614,SERPINB8
9615,TUB
9616,RIC3
9617,LMO1
9618,IDH3A
9619,CRABP1
9620,XRRA1
9621,TRIM66
9622,RNF169
9623,RPL27A
9624,ST5
9625,CDYL2
9626,TMEM130
9627,PRTG
9628,CENPN
9629,AKIP1
9630,ATMIN
9631,C16orf46
9632,TMEM41B
9633,LEO1
9634,ZNF143
9635,TMX3
9636,MFAP4
9637,WEE1
9638,MAPK7
9639,PRKCB
9640,HDGFL3
9641,NDST2
9642,MCM7
9643,CCDC68
9644,CLEC4E
9645,ZNF3
9646,ZSCAN21
9647,RIMKLB
9648,A2ML1
9649,BEAN1
9650,TK2
9651,TMED3
9652,SEC11C
9653,TMEM135
9654,IQCD
9655,NDEL1
9656,CENPV
9657,RRAD
9658,FAM96B
9659,HSP90B1
9660,BLCAP
9661,CHRFAM7A
9662,ATF7IP2
9663,MMP10
9664,TVP23A
9665,BEX3
9666,TMPRSS5
9667,COG1
9668,PLEKHA7
9669,ZNF606
9670,ZCCHC18
9671,B2M
9672,ZNF592
9673,CASC4
9674,HTR3A
9675,AP1G1
9676,SLFN5
9677,CATSPER2
9678,C16orf45
9679,MARF1
9680,SAAL1
9681,PPIB
9682,LDHC
9683,FAM96A
9684,LDHAL6A
9685,FAM111A
9686,PCLAF
9687,KIF7
9688,LDHD
9689,PLIN1
9690,PEX11A
9691,TMEM170A
9692,MESP1
9693,ANPEP
9694,RBPMS2
9695,NAV2
9696,ANKDD1A
9697,GLYATL1
9698,C18orf54
9699,DCTN5
9700,TERF2IP
9701,PLK1
9702,CLPX
9703,ZBTB39
9704,CHP2
9705,NEMP1
9706,NAB2
9707,VPS39
9708,STAT6
9709,PATL1
9710,ATP23
9711,ELFN2
9712,STX3
9713,MRPL16
9714,PIP4K2C
9715,MTMR10
9716,YWHAB
9717,C15orf48
9718,SCG5
9719,GREM1
9720,NYAP1
9721,TSC22D4
9722,DIS3L
9723,CCNDBP1
9724,SMAD3
9725,CCDC178
9726,MS4A15
9727,MAP1A
9728,RCCD1
9729,AKTIP
9730,MAPRE2
9731,MARS
9732,MBD6
9733,CNPY4
9734,PDIA3
9735,NUDT21
9736,NKX3-1
9737,SGSM1
9738,DUSP18
9739,TEF
9740,B4GALNT2
9741,PBX3
9742,PHB
9743,SNRPD1
9744,SAMD14
9745,PIP5KL1
9746,TMEM92
9747,FAM102A
9748,ACSF2
9749,GOLGA2
9750,TRUB2
9751,COQ4
9752,SLC27A4
9753,LINC00483
9754,URM1
9755,CERCAM
9756,DOLPP1
9757,CCDC103
9758,ENDOG
9759,PRRX2
9760,C15orf39
9761,SP2
9762,PRR15L
9763,COQ7
9764,GPRC5B
9765,CRK
9766,C16orf92
9767,FBXO22
9768,TBC1D2B
9769,KATNAL2
9770,HDHD2
9771,ZNF91
9772,IGF2
9773,RNF214
9774,CDK12
9775,DUS2
9776,POP5
9777,ENGASE
9778,RBFOX3
9779,ATP5MG
9780,TBC1D16
9781,TEPSIN
9782,MYO5B
9783,ART5
9784,ACAA2
9785,STIM1
9786,RRM1
9787,OR51E2
9788,TRIM68
9789,FN3K
9790,PRRT2
9791,ZNF23
9792,IRGQ
9793,ZNF226
9794,ZNF180
9795,PPP2R3B
9796,ZNF668
9797,ZNF646
9798,VKORC1
9799,CA4
9800,SMG8
9801,TPM4
9802,RAB8A
9803,GPX4
9804,MIDN
9805,JSRP1
9806,KLHL26
9807,GATAD2A
9808,MVD
9809,CDT1
9810,TRAPPC2L
9811,ANKRD11
9812,SPATA33
9813,SGK494
9814,PROCA1
9815,RPL13
9816,ZNF641
9817,CACNB3
9818,DHRS13
9819,TP53I13
9820,KMT2D
9821,CORO6
9822,RHEBL1
9823,TUBA1A
9824,TUBA1C
9825,ZNF610
9826,ZNF528
9827,ZNF701
9828,SERTAD3
9829,NCKAP5L
9830,RAB4B
9831,GPD1
9832,PROSER3
9833,CYP2S1
9834,AXL
9835,NFKBID
9836,TMC4
9837,LENG8
9838,TMEM145
9839,ZNF526
9840,TRAPPC9
9841,ZNF146
9842,ZNF283
9843,SPINT2
9844,C19orf33
9845,YIF1B
9846,DNAAF3
9847,ATCAY
9848,DAPK3
9849,EEF2
9850,CHAF1A
9851,UBXN6
9852,HDGFL2
9853,PLIN4
9854,SEMA6B
9855,ZNF444
9856,NXN
9857,FAM57A
9858,GLOD4
9859,MFSD3
9860,GPT
9861,KIFC2
9862,SLC43A2
9863,RILP
9864,WDR81
9865,SRR
9866,TSR1
9867,HSD11B1L
9868,CYB5D2
9869,GGT6
9870,C19orf48
9871,KLK1
9872,KLK4
9873,KLK2
9874,ZNF83
9875,OTUB1
9876,RCOR2
9877,ANGPTL4
9878,CD320
9879,SPRYD3
9880,IGFBP6
9881,ZNF558
9882,NDUFV1
9883,CDK2AP2
9884,NUDT8
9885,PRDX2
9886,ZNF232
9887,MIS12
9888,HID1
9889,MRPL58
9890,ATP5PD
9891,TMEM88
9892,EVPL
9893,SRP68
9894,MGAT5B
9895,TMC8
9896,TK1
9897,TMEM68
9898,GSDMA
9899,TMEM99
9900,GHDC
9901,FAM234A
9902,PRR25
9903,ZNF598
9904,RAB26
9905,MLST8
9906,E4F1
9907,DNASE1L2
9908,ECI1
9909,CASKIN1
9910,ABCA3
9911,KCTD5
9912,SRRM2
9913,ZNF597
9914,NLRC3
9915,SDHAF2
9916,DDB1
9917,VPS37C
9918,RAB3IL1
9919,BEST1
9920,FTH1
9921,BSCL2
9922,POLR2G
9923,SLC3A2
9924,SPINDOC
9925,ATG16L2
9926,C2CD3
9927,TRANK1
9928,TTC21A
9929,RPSA
9930,ENTPD3
9931,CTNNB1
9932,ULK4
9933,FADD
9934,LTBP3
9935,NAALADL1
9936,SAC3D1
9937,BATF2
9938,SF1
9939,MAP4K2
9940,SCARA3
9941,PBK
9942,SCARA5
9943,COPS6
9944,PAFAH1B2
9945,ANKS3
9946,NUDT16L1
9947,KIAA1586
9948,RAB4A
9949,OR1F1
9950,KCNJ4
9951,SETD5
9952,VASN
9953,FAM83B
9954,THAP9
9955,RNF187
9956,HOOK3
9957,MAPK1IP1L
9958,DDIT4
9959,RBPJ
9960,LMBRD1
9961,ZCCHC4
9962,TTC39C
9963,GLYCTK
9964,GNG4
9965,UBTD2
9966,POLR2J3
9967,NKIRAS2
9968,DNAJC7
9969,KCNV2
9970,IRF2BP2
9971,NT5DC2
9972,SMIM4
9973,COA6
9974,KIF5C
9975,MGAT2
9976,BMI1
9977,THAP11
9978,MMADHC
9979,PDHB
9980,PXK
9981,HIST1H1E
9982,PCMTD1
9983,KCTD6
9984,MPLKIP
9985,IRF2
9986,CX3CR1
9987,DEGS2
9988,SCN11A
9989,ARF4
9990,SEPT2
9991,FILIP1L
9992,MFSD2A
9993,DTYMK
9994,TAP1
9995,ING5
9996,ATG4B
9997,BDKRB2
9998,MLKL
9999,RFWD3
10000,MTNR1A
10001,KCNG4
10002,COG7
10003,CDC40
10004,STIP1
10005,TXNDC2
10006,RAB31
10007,REEP4
10008,TNXB
10009,LGI3
10010,BMP1
10011,ATXN2L
10012,PHYHIP
10013,CCDC110
10014,POLR3D
10015,FEN1
10016,MTCL1
10017,GBX2
10018,HEXIM2
10019,FNTA
10020,SERINC2
10021,TRAPPC11
10022,COL3A1
10023,ING2
10024,CDKN2AIP
10025,SNRNP48
10026,TMEM223
10027,SLC20A2
10028,DYNLRB2
10029,TMUB2
10030,STAT3
10031,ZSWIM1
10032,ADAM9
10033,GDNF
10034,AXIN2
10035,NDUFS5
10036,ZNF30
10037,UGT3A2
10038,FAM84B
10039,LDLRAD4
10040,KCTD19
10041,SLC16A4
10042,IL7R
10043,TMEM208
10044,LRP1B
10045,AHCYL1
10046,DNAJC21
10047,PKIG
10048,NPNT
10049,SEMA4C
10050,CNNM3
10051,TET2
10052,CXXC4
10053,TCTN2
10054,SHOX2
10055,PPIP5K1
10056,TSPAN5
10057,ABHD15
10058,ZBTB5
10059,CHTF8
10060,ADAL
10061,LCMT2
10062,SNTB2
10063,IL12A
10064,ZNF507
10065,STX18
10066,NSG1
10067,ZBTB49
10068,GFM1
10069,DDX19A
10070,ATOH8
10071,ANKRD49
10072,SFTPB
10073,USP39
10074,TNIP2
10075,C2orf68
10076,TMEM150A
10077,RNF181
10078,VAMP5
10079,LRRC28
10080,MAT2A
10081,ENHO
10082,ZNF608
10083,SLC35G2
10084,INPP5D
10085,LETM1
10086,TMEM129
10087,PPIC
10088,SPRY3
10089,CEP120
10090,STXBP6
10091,TM4SF20
10092,MFF
10093,LGALS9
10094,JMJD7-PLA2G4B
10095,CPLX1
10096,PXDC1
10097,E2F6
10098,FEM1B
10099,COMMD8
10100,ATP5ME
10101,UQCRFS1
10102,SLC49A3
10103,COL4A3
10104,MAP2K1
10105,KLK7
10106,HNRNPH1
10107,IRS1
10108,MECP2
10109,VCX3A
10110,UPF3A
10111,ACTBL2
10112,ROR2
10113,AR
10114,DHRSX
10115,HSPBAP1
10116,ASMTL
10117,SLC25A6
10118,CHST14
10119,PARM1
10120,CSNK1G1
10121,FAM110B
10122,ARMC4
10123,AFAP1L2
10124,ZNF354A
10125,ATF5
10126,UBE2V2
10127,ZBTB43
10128,CPT1C
10129,XPO6
10130,GSG1L
10131,MN1
10132,APEX2
10133,NSMCE1
10134,CCDC126
10135,NPIPB12
10136,RAB3B
10137,CD2BP2
10138,RGS14
10139,TBC1D10B
10140,LMAN2
10141,GCSAML
10142,RAB24
10143,PRELID1
10144,THBS3
10145,CA5B
10146,SLC50A1
10147,EFNA1
10148,NPIPB3
10149,ZRSR2
10150,NMD3
10151,ADRB2
10152,GPRIN1
10153,KCNAB1
10154,MRPL1
10155,NR0B1
10156,PGM2
10157,KIAA1024
10158,SLC33A1
10159,SNUPN
10160,CRADD
10161,SIN3A
10162,ARL13B
10163,ELSPBP1
10164,PTK2
10165,RSPH10B2
10166,PTAFR
10167,PTPN9
10168,NPR1
10169,CXCL8
10170,SCN9A
10171,SDC2
10172,CD52
10173,MMGT1
10174,TM2D2
10175,HTRA4
10176,PLEKHA2
10177,CLIC4
10178,SLC38A11
10179,CCDC8
10180,METTL15
10181,ZNF280A
10182,CT55
10183,ZEB2
10184,PCBP1
10185,HINT1
10186,DTWD2
10187,CLIC3
10188,INO80E
10189,BNC1
10190,DFFB
10191,NFU1
10192,ANTXR1
10193,CKAP2L
10194,C15orf40
10195,FAM103A1
10196,APLF
10197,BOLA2B
10198,RGPD8
10199,HIC2
10200,LUZP1
10201,HEXDC
10202,BUB1
10203,SPNS1
10204,LRRC45
10205,CHRNA5
10206,CENPX
10207,AGPAT2
10208,ASPSCR1
10209,FASN
10210,CNBP
10211,DUS1L
10212,GPS1
10213,RFNG
10214,DCXR
10215,ZNF32
10216,RAC3
10217,NRG4
10218,LIMS1
10219,TMEM266
10220,NLGN1
10221,TAPT1
10222,UGP2
10223,LINGO1
10224,HNRNPF
10225,BTD
10226,CSGALNACT2
10227,PCDH7
10228,ROBO1
10229,AVEN
10230,P2RY1
10231,CTNND2
10232,TRIM56
10233,WNT10B
10234,CALML6
10235,REPS2
10236,SYAP1
10237,TPST1
10238,TOR1AIP2
10239,OTUD3
10240,OTUD7A
10241,GUSB
10242,BRD3
10243,KLF13
10244,FRMPD4
10245,ZFPM2
10246,ZNF764
10247,ZNF747
10248,ZNF768
10249,TAS1R3
10250,TMEM42
10251,MAP3K2
10252,PUSL1
10253,SF3B5
10254,ZNF35
10255,TIGD4
10256,IFFO2
10257,NLGN2
10258,CHD3
10259,ALCAM
10260,YWHAG
10261,UBE2E3
10262,CNTROB
10263,TRAPPC1
10264,KCNAB3
10265,SIMC1
10266,TMEM192
10267,SPDYE5
10268,SERPINA6
10269,ZNF778
10270,NIPA1
10271,FOXD4
10272,UBE2E1
10273,HNRNPA3
10274,SIK2
10275,RNF150
10276,CCDC144A
10277,HOXD4
10278,CHRNB1
10279,HOXD12
10280,USP38
10281,SLC16A5
10282,NANP
10283,ADRA1B
10284,ADPRM
10285,FABP6
10286,PWWP2A
10287,USP47
10288,PDCD6IP
10289,ZNF212
10290,FAM161A
10291,ZNF282
10292,GLB1
10293,GON7
10294,FAXDC2
10295,CRTAP
10296,CNGB3
10297,SLN
10298,ELP5
10299,CMTM8
10300,GABARAP
10301,STX8
10302,CDK1
10303,UBB
10304,NFRKB
10305,PRDM10
10306,B3GNT2
10307,FOS
10308,TMED10
10309,SETMAR
10310,SMAD1
10311,EMX2
10312,CST1
10313,TCAF2
10314,SEMA3E
10315,LRRN2
10316,SLC30A1
10317,DCLK2
10318,GPRC5C
10319,TMEM182
10320,KRT8
10321,ADORA2B
10322,MGMT
10323,METTL7B
10324,HARS
10325,NFXL1
10326,DENND5B
10327,CD14
10328,DNAJC18
10329,RIOX1
10330,SPATA24
10331,RALGAPB
10332,PYM1
10333,SLC23A1
10334,NPAS2
10335,KISS1
10336,LONRF2
10337,NUDT9
10338,PA2G4
10339,ELOVL6
10340,PFKFB3
10341,TMC7
10342,ARL6IP1
10343,SERPINB9
10344,SMAGP
10345,CDH2
10346,EMB
10347,SIX2
10348,STAT2
10349,NUDCD2
10350,IRF2BP1
10351,HSPA4
10352,FOXA3
10353,COMMD5
10354,GTSF1
10355,ZNF16
10356,ARMC10
10357,RNF34
10358,ACYP2
10359,TRABD
10360,ATF7
10361,RASA4B
10362,SOCS6
10363,CAVIN4
10364,ZNF296
10365,HOXB9
10366,POLH
10367,SYT9
10368,KCNS3
10369,RBMXL2
10370,KIF5B
10371,GPR37
10372,AKAP13
10373,CDCA4
10374,CHCHD7
10375,HTRA3
10376,FOXN2
10377,USP32
10378,CEL
10379,PPM1D
10380,GPR27
10381,AC093323.1
10382,KBTBD2
10383,RIOX2
10384,TRIAP1
10385,LSM3
10386,KIAA0232
10387,MTSS1
10388,TMEM43
10389,RNF139
10390,RPS9
10391,TSEN34
10392,GSTA4
10393,MSANTD4
10394,NDUFA3
10395,PAQR8
10396,NUDT6
10397,TANC2
10398,OR7G2
10399,OR1M1
10400,DNAJC24
10401,ZNF160
10402,ZNF415
10403,DCDC1
10404,HAS2
10405,PDGFD
10406,PLAC1
10407,S1PR1
10408,HS6ST2
10409,PYGO1
10410,LRRC8E
10411,PKIA
10412,XKR6
10413,TSNARE1
10414,FPR1
10415,FEZ2
10416,SOX7
10417,C11orf24
10418,KYAT1
10419,MTM1
10420,TRMT61B
10421,INSR
10422,MFN1
10423,HSFX1
10424,NRTN
10425,KCNMB3
10426,FUT3
10427,KCNG3
10428,ATP6V0E2
10429,PRKCE
10430,JAGN1
10431,TADA3
10432,SOCS5
10433,C1GALT1C1
10434,C9orf16
10435,MORN4
10436,ZNF672
10437,ZNF692
10438,NAIF1
10439,RBKS
10440,TMEM126A
10441,TMEM126B
10442,TRIM8
10443,NETO2
10444,CLDN20
10445,CDC42BPG
10446,SCAND1
10447,JUNB
10448,FAM241B
10449,TMEM37
10450,LRG1
10451,SHCBP1
10452,SOSTDC1
10453,NPTX1
10454,FAM98B
10455,ZNF439
10456,ZNF440
10457,GAA
10458,CANT1
10459,ZDHHC16
10460,CHST11
10461,EXOSC1
10462,PGAM1
10463,CHD7
10464,ESCO2
10465,KRT19
10466,LURAP1
10467,CLCN5
10468,TPPP
10469,APLN
10470,XAGE3
10471,PDE7B
10472,MRPL36
10473,ZNF581
10474,NAT1
10475,KSR2
10476,ZNF524
10477,MCC
10478,ZBTB26
10479,CDK5R2
10480,DSEL
10481,POLR1C
10482,ASXL1
10483,DLK2
10484,ZNF562
10485,ZNF318
10486,ZNF561
10487,WIPF2
10488,HOPX
10489,LRRC8C
10490,RSL1D1
10491,LRRC8D
10492,PPID
10493,COL24A1
10494,ETFDH
10495,LPAR3
10496,PTGER4
10497,TBCA
10498,MAP6
10499,ECEL1
10500,BCL2L1
10501,OR2AT4
10502,PLRG1
10503,ZNF584
10504,NMUR1
10505,CLSTN1
10506,CXXC5
10507,ZNF274
10508,PIK3CD
10509,SLC25A33
10510,ENC1
10511,SPSB1
10512,BPTF
10513,ZIK1
10514,GPR34
10515,PLEKHG5
10516,ATF7IP
10517,LKAAEAR1
10518,RGS19
10519,TCEA2
10520,ANO5
10521,HDAC3
10522,SPATA46
10523,GPHN
10524,TMEM51
10525,CAMTA1
10526,LRRC34
10527,SPATA5L1
10528,GATM
10529,SYCE1
10530,NXNL1
10531,NHLH1
10532,SLFNL1
10533,BCL2
10534,RHNO1
10535,CTPS1
10536,UTF1
10537,KNDC1
10538,METTL18
10539,PWWP2B
10540,PCDHB1
10541,ZNF540
10542,FBXL14
10543,EXOSC10
10544,ZNF570
10545,NINJ2
10546,MLLT3
10547,FAM90A1
10548,RRM2
10549,TRAPPC12
10550,RPS21
10551,MRM3
10552,PTEN
10553,RPS7
10554,RNASEH1
10555,PRNP
10556,FRMD5
10557,CYP4F11
10558,TLN2
10559,TVP23B
10560,ZNF217
10561,SRGAP2C
10562,SCG2
10563,ATPAF2
10564,CYP4F22
10565,FOXB1
10566,PPIH
10567,DRC3
10568,ZNF57
10569,C20orf196
10570,JMJD1C
10571,SYNPO
10572,MAL
10573,ZNF554
10574,RAB33B
10575,THOP1
10576,ANKRD20A4
10577,GAP43
10578,EPHX4
10579,LAMB2
10580,USP19
10581,QARS
10582,ORMDL3
10583,SERF1A
10584,KLF11
10585,SMN1
10586,EIF2AK3
10587,MOB3A
10588,KRCC1
10589,NME6
10590,CYCS
10591,SLFN12
10592,OR1A1
10593,FRMD3
10594,SNTB1
10595,MTBP
10596,TEFM
10597,MRPL13
10598,MALT1
10599,ISG20
10600,MBOAT1
10601,ID4
10602,CEBPB
10603,PAIP1
10604,C5orf34
10605,C1QTNF4
10606,NEGR1
10607,ZNF131
10608,MACROD2
10609,DPAGT1
10610,BSG
10611,HINFP
10612,CERS6
10613,SPTLC3
10614,COPRS
10615,TP53RK
10616,B3GALT1
10617,OR5A1
10618,OR5A2
10619,BPGM
10620,POP7
10621,ALG14
10622,SUCLG2
10623,STARD5
10624,CSDC2
10625,RCAN2
10626,ABCG4
10627,GNB2
10628,CFAP53
10629,MCRIP2
10630,C2CD2L
10631,ARNT2
10632,GNG12
10633,PRSS27
10634,SYNPO2
10635,DNAJB7
10636,CLP1
10637,INSL5
10638,TTC36
10639,RSPH9
10640,COPS9
10641,GTPBP2
10642,FGGY
10643,IL17D
10644,TCEAL1
10645,ZNF24
10646,HSFY1
10647,MANEA
10648,RAB40A
10649,AFF1
10650,FIBP
10651,OR10H5
10652,BANP
10653,PPP1CA
10654,HCFC1
10655,CTSW
10656,RASGRP1
10657,CHCHD1
10658,MRPL52
10659,SMPDL3A
10660,RND1
10661,RAD9A
10662,EFEMP2
10663,AGAP5
10664,WASHC2C
10665,TMEM134
10666,ZMAT3
10667,ZFAND4
10668,ZNF738
10669,SLFN11
10670,FAM71D
10671,CORO1B
10672,FUT10
10673,LRRC20
10674,MUS81
10675,PURG
10676,TMEM217
10677,OR4D9
10678,ZNF596
10679,CFL1
10680,TMCC1
10681,NAA16
10682,EFCAB12
10683,FAM192A
10684,RAB43
10685,CBWD1
10686,HOXC5
10687,DCP2
10688,RPL38
10689,CYP7B1
10690,RARG
10691,CES3
10692,SSH3
10693,CES2
10694,PDP2
10695,SP3
10696,DMXL1
10697,METAP1D
10698,ZNF621
10699,EGFL7
10700,NADSYN1
10701,DHCR7
10702,NBEA
10703,RNASEH2C
10704,ANKRD13D
10705,MYD88
10706,OXSR1
10707,PHF8
10708,LCLAT1
10709,KAT5
10710,SH3RF3
10711,GXYLT2
10712,DCAKD
10713,TADA2B
10714,CCDC96
10715,GRK2
10716,RELA
10717,ZNF680
10718,HECTD4
10719,FAM222B
10720,BNC2
10721,HPSE
10722,COQ2
10723,CCDC63
10724,HSPA6
10725,TRMT112
10726,KDM2A
10727,ADCK5
10728,MRPL57
10729,NOC3L
10730,ESRRA
10731,RHOD
10732,ADAMTS20
10733,COMMD1
10734,RAPH1
10735,MTX1
10736,ADCY5
10737,PARP14
10738,PARP15
10739,CKS1B
10740,ABLIM3
10741,MAB21L3
10742,MFSD4B
10743,VANGL1
10744,GLRX
10745,IQCB1
10746,SYT12
10747,GOLGB1
10748,DMRT2
10749,ZNF483
10750,PLAC8L1
10751,GPR137
10752,SNCG
10753,MZT2A
10754,TNKS
10755,ZNF449
10756,ZBTB21
10757,PPP1R3B
10758,STOX2
10759,MAP3K11
10760,TRIB1
10761,KCNK7
10762,NDNF
10763,GLIPR1L1
10764,DAG1
10765,INSM1
10766,ARV1
10767,NAA20
10768,MINOS1
10769,EHBP1L1
10770,THAP2
10771,RNF26
10772,PPP1R14B
10773,SSSCA1
10774,SMARCC1
10775,ZNF417
10776,PTPRM
10777,FKBP2
10778,VEGFB
10779,PEAK1
10780,TNFRSF10D
10781,MST1
10782,TNFRSF10C
10783,GMPPB
10784,MOB1B
10785,ZNF622
10786,CSPG4
10787,SNX33
10788,NABP1
10789,ADGRF3
10790,CHD2
10791,CCDC106
10792,CEP83
10793,SULT1B1
10794,NUDT4
10795,PC
10796,SCAI
10797,NMNAT1
10798,LRFN4
10799,TRAPPC3L
10800,SLC19A1
10801,HSPB7
10802,RCE1
10803,UQCRH
10804,EIF1AX
10805,SPDYE2B
10806,BCLAF3
10807,PSMD1
10808,ADGRG2
10809,MUC13
10810,SUSD5
10811,HEG1
10812,C11orf80
10813,TOMM20
10814,AGFG1
10815,STAT5B
10816,CNP
10817,JUP
10818,HAP1
10819,TDRD12
10820,EIF1
10821,ENDOV
10822,RNF213
10823,TIGD3
10824,PLK3
10825,NET1
10826,DPY19L1
10827,PHOSPHO1
10828,ZNF791
10829,PHC3
10830,GPR160
10831,CBX2
10832,SPTBN2
10833,GOLIM4
10834,RBM4B
10835,ATP5MD
10836,HOXB2
10837,C1QTNF1
10838,MARCH3
10839,SWSAP1
10840,SLCO4C1
10841,RBM4
10842,PIFO
10843,XXYLT1
10844,UBXN2A
10845,RAX2
10846,TCAP
10847,CCS
10848,NRROS
10849,CEP19
10850,KLHL15
10851,FBXO45
10852,GNG5
10853,SLC25A30
10854,C9orf131
10855,MSRB3
10856,LEMD3
10857,C16orf91
10858,TLR1
10859,TLR6
10860,FAM174A
10861,RGMB
10862,FAM53A
10863,CYB561D1
10864,GSTA3
10865,ZDHHC24
10866,TRMT10C
10867,CTU2
10868,MGA
10869,C12orf66
10870,ARL13A
10871,PIGG
10872,PRPF8
10873,ADCY6
10874,REP15
10875,PITPNA
10876,DDX23
10877,ZNF80
10878,ZNHIT2
10879,EVX2
10880,ZBTB4
10881,TNK1
10882,ZHX3
10883,PHLDA3
10884,SLC16A11
10885,SLC16A13
10886,GLIS1
10887,C11orf45
10888,EXO1
10889,RALGAPA1
10890,LIG4
10891,GTF2IRD2B
10892,ATP2A2
10893,ZWILCH
10894,RPL4
10895,SNAPC5
10896,STARD6
10897,C12orf76
10898,ZCCHC12
10899,BBS1
10900,DENND4A
10901,IGDCC3
10902,GCSAM
10903,ANKRD36C
10904,MFSD4A
10905,PELI3
10906,TMEM81
10907,MRPL11
10908,GOLT1A
10909,AKIRIN1
10910,MSL2
10911,ZNF497
10912,TRAM1L1
10913,ANGEL2
10914,UGT8
10915,IQCK
10916,ZNF266
10917,OR7D4
10918,SLC29A2
10919,BRSK2
10920,B4GAT1
10921,TMEM167A
10922,SH3PXD2B
10923,KIAA1551
10924,LARP7
10925,FGFBP3
10926,NR1D2
10927,BRMS1
10928,RPL15
10929,FAM241A
10930,HRAS
10931,WDR49
10932,SRP72
10933,PCP2
10934,RIN1
10935,THAP6
10936,CEP135
10937,FZD4
10938,BTC
10939,PDZK1
10940,DENND6A
10941,PDE12
10942,GLMN
10943,YIF1A
10944,CNIH2
10945,NDUFA11
10946,RSRC1
10947,RAB1B
10948,PTDSS2
10949,C19orf70
10950,C3orf33
10951,SEZ6L2
10952,ASPHD1
10953,KCTD13
10954,FUT1
10955,DHX36
10956,FBXW8
10957,KLC2
10958,SLC22A1
10959,CTBP2
10960,CHST2
10961,ZDHHC14
10962,ATR
10963,UBE2C
10964,GK5
10965,VCPIP1
10966,DES
10967,PDIK1L
10968,SPSB4
10969,TRAF6
10970,ZNF654
10971,TVP23C
10972,MRPS22
10973,PACS1
10974,MARCKSL1
10975,SH3BP5L
10976,YPEL2
10977,PSMD2
10978,FAM182B
10979,PPM1E
10980,FAM131A
10981,CSRP2
10982,PARL
10983,DDIT3
10984,PCCA
10985,DCTN2
10986,NPPA
10987,ZNF408
10988,CTDSP2
10989,CKAP5
10990,ARHGAP1
10991,MED16
10992,ATG13
10993,CHST1
10994,GOLGA8A
10995,TP53I11
10996,CENPS
10997,DOLK
10998,PHYHD1
10999,CCNE2
11000,PHYKPL
11001,GRAMD2A
11002,ZNF519
11003,LSM1
11004,BANF1
11005,APOF
11006,CHRNA7
11007,TMEM9B
11008,NRIP3
11009,PTPN2
11010,SCUBE2
11011,EIF1AD
11012,SMAD2
11013,EIF3F
11014,ZNF25
11015,ARL10
11016,CLTB
11017,PCSK1
11018,LPL
11019,RFESD
11020,CCDC14
11021,SART1
11022,PPP2R2D
11023,MCTP1
11024,POLD4
11025,CLCF1
11026,LIPT2
11027,KCNE3
11028,CABP4
11029,ALG10B
11030,DRAP1
11031,LONRF3
11032,UCP3
11033,UCP2
11034,C11orf68
11035,PAAF1
11036,MRPL48
11037,RAB6A
11038,P2RY2
11039,FOSL1
11040,ERCC4
11041,SUGCT
11042,CCDC85B
11043,TMEM70
11044,RPS6KB2
11045,RMI2
11046,TOM1L2
11047,ZNF77
11048,CCDC197
11049,SMIM37
11050,KDF1
11051,B3GNTL1
11052,MLXIP
11053,NR2F1
11054,AURKAIP1
11055,TTLL11
11056,EIF4E1B
11057,TOMM5
11058,SLC35E3
11059,PRIMA1
11060,ZNF169
11061,RUVBL1
11062,SFN
11063,CTDNEP1
11064,ETV4
11065,SWI5
11066,BAIAP2
11067,CALCB
11068,HOXD8
11069,ZDHHC21
11070,PLEKHF2
11071,A2M
11072,ARL4D
11073,DOK7
11074,UBE2O
11075,ORAI3
11076,UNC119B
11077,DENND2C
11078,PLEKHD1
11079,TUBB6
11080,LYSMD3
11081,AMIGO3
11082,B3GALT6
11083,ZNF613
11084,NUPR1
11085,JAKMIP2
11086,MBLAC2
11087,TPRN
11088,KCNE5
11089,SLC35A4
11090,CRYBG2
11091,IP6K1
11092,SSNA1
11093,CSTF3
11094,YES1
11095,CHMP6
11096,UFSP1
11097,TMEM39A
11098,TCP11L1
11099,GPX2
11100,CCDC57
11101,FOXG1
11102,SPHK1
11103,BNIP3
11104,MYPOP
11105,LRRTM4
11106,ATAD5
11107,SMIM19
11108,ZNF404
11109,RTTN
11110,OR4K17
11111,ACBD7
11112,ANAPC2
11113,ZBTB8OS
11114,SLC35G1
11115,ZNF135
11116,COX8A
11117,TAC4
11118,ZSCAN2
11119,B3GNT4
11120,CDC26
11121,HSD11B2
11122,CRLF3
11123,RNPEP
11124,EID2
11125,DMRTA1
11126,EID2B
11127,GJC3
11128,RIMS2
11129,KCMF1
